ID,Target
20150901_-41.5_146.5,1.4446006
20150901_-41.5_147.5,1.5182838
20150901_-41.5_172.5,1.1957524
20150901_-41.5_173.5,1.0320909
20150901_-41.5_175.5,0.83633053
20150901_-40.5_-73.5,0.1713098
20150901_-40.5_-72.5,0.21190593
20150901_-40.5_-71.5,0.15291838
20150901_-40.5_-70.5,0.20276584
20150901_-40.5_-69.5,0.13864
20150901_-40.5_-68.5,0.08853253
20150901_-40.5_-67.5,0.021995056
20150901_-40.5_-66.5,-0.14284393
20150901_-40.5_-65.5,-0.2513636
20150901_-40.5_-64.5,-0.34393156
20150901_-40.5_-63.5,-0.3377045
20150901_-40.5_-62.5,-0.47917283
20150901_-40.5_175.5,0.99006504
20150901_-40.5_176.5,0.83289987
20150901_-39.5_-72.5,0.25003225
20150901_-39.5_-71.5,0.17621301
20150901_-39.5_-70.5,0.07090989
20150901_-39.5_-69.5,-0.018737623
20150901_-39.5_-68.5,-0.09922307
20150901_-39.5_-67.5,-0.2222208
20150901_-39.5_-66.5,-0.25366393
20150901_-39.5_-65.5,-0.30380556
20150901_-39.5_-64.5,-0.28963485
20150901_-39.5_-63.5,-0.30743107
20150901_-39.5_-62.5,-0.38139406
20150901_-39.5_174.5,0.9886553
20150901_-39.5_175.5,0.9909134
20150901_-39.5_176.5,0.85804445
20150901_-38.5_-73.5,0.24625538
20150901_-38.5_-72.5,0.2104737
20150901_-38.5_-71.5,0.0074637765
20150901_-38.5_-70.5,-0.159986
20150901_-38.5_-69.5,-0.3160251
20150901_-38.5_-68.5,-0.34677222
20150901_-38.5_-67.5,-0.38972384
20150901_-38.5_-66.5,-0.36096147
20150901_-38.5_-65.5,-0.34299904
20150901_-38.5_-64.5,-0.33677718
20150901_-38.5_-63.5,-0.3262264
20150901_-38.5_-62.5,-0.29530874
20150901_-38.5_-61.5,-0.29498425
20150901_-38.5_-60.5,-0.24987999
20150901_-38.5_-59.5,-0.21845463
20150901_-38.5_-58.5,-0.18742014
20150901_-38.5_143.5,0.18529196
20150901_-38.5_145.5,0.6981499
20150901_-38.5_146.5,1.0066184
20150901_-38.5_175.5,0.90133744
20150901_-38.5_176.5,0.9105549
20150901_-38.5_177.5,0.90642685
20150901_-37.5_-73.5,0.25160706
20150901_-37.5_-72.5,0.08752011
20150901_-37.5_-71.5,-0.24311623
20150901_-37.5_-70.5,-0.5045107
20150901_-37.5_-69.5,-0.49639556
20150901_-37.5_-68.5,-0.45220834
20150901_-37.5_-67.5,-0.4313861
20150901_-37.5_-66.5,-0.519457
20150901_-37.5_-65.5,-0.44624636
20150901_-37.5_-64.5,-0.36255547
20150901_-37.5_-63.5,-0.27447832
20150901_-37.5_-62.5,-0.10974197
20150901_-37.5_-61.5,-0.0029832013
20150901_-37.5_-60.5,0.0639352
20150901_-37.5_-59.5,0.1282925
20150901_-37.5_-58.5,0.17724927
20150901_-37.5_-57.5,0.15024252
20150901_-37.5_140.5,-0.1746034
20150901_-37.5_141.5,-0.13412756
20150901_-37.5_142.5,-0.09462372
20150901_-37.5_143.5,0.12633665
20150901_-37.5_144.5,0.3291858
20150901_-37.5_145.5,0.66466355
20150901_-37.5_146.5,0.87496114
20150901_-37.5_147.5,1.2095243
20150901_-37.5_148.5,1.3041773
20150901_-37.5_149.5,1.4591732
20150901_-37.5_175.5,0.8871581
20150901_-36.5_-72.5,-0.09812233
20150901_-36.5_-71.5,-0.40081266
20150901_-36.5_-70.5,-0.62914383
20150901_-36.5_-69.5,-0.6556546
20150901_-36.5_-68.5,-0.51904434
20150901_-36.5_-67.5,-0.4076878
20150901_-36.5_-66.5,-0.4069275
20150901_-36.5_-65.5,-0.34748313
20150901_-36.5_-64.5,-0.16577944
20150901_-36.5_-63.5,-0.09437564
20150901_-36.5_-62.5,0.055820107
20150901_-36.5_-61.5,0.20689574
20150901_-36.5_-60.5,0.29033294
20150901_-36.5_-59.5,0.360822
20150901_-36.5_-58.5,0.43711817
20150901_-36.5_-57.5,0.4727187
20150901_-36.5_140.5,-0.1360388
20150901_-36.5_141.5,-0.06790528
20150901_-36.5_142.5,-0.07546627
20150901_-36.5_143.5,0.094586335
20150901_-36.5_144.5,0.27777228
20150901_-36.5_145.5,0.5252481
20150901_-36.5_146.5,0.6727694
20150901_-36.5_147.5,0.8248146
20150901_-36.5_148.5,1.0448754
20150901_-36.5_149.5,1.1123494
20150901_-36.5_174.5,0.72422546
20150901_-36.5_175.5,0.8041457
20150901_-35.5_-72.5,-0.19057076
20150901_-35.5_-71.5,-0.49810448
20150901_-35.5_-70.5,-0.61578095
20150901_-35.5_-69.5,-0.6059488
20150901_-35.5_-68.5,-0.47910976
20150901_-35.5_-67.5,-0.39672843
20150901_-35.5_-66.5,-0.40560514
20150901_-35.5_-65.5,-0.23700744
20150901_-35.5_-64.5,-0.07067504
20150901_-35.5_-63.5,0.052981976
20150901_-35.5_-62.5,0.26028
20150901_-35.5_-61.5,0.38715255
20150901_-35.5_-60.5,0.45421275
20150901_-35.5_-59.5,0.47921684
20150901_-35.5_-58.5,0.5021584
20150901_-35.5_-57.5,0.49841568
20150901_-35.5_137.5,-0.07670964
20150901_-35.5_138.5,0.020657448
20150901_-35.5_139.5,-0.056140658
20150901_-35.5_140.5,0.021414872
20150901_-35.5_141.5,0.07504264
20150901_-35.5_142.5,0.1202581
20150901_-35.5_143.5,0.23222783
20150901_-35.5_144.5,0.35712847
20150901_-35.5_145.5,0.5143782
20150901_-35.5_146.5,0.71711755
20150901_-35.5_147.5,0.7648034
20150901_-35.5_148.5,0.7587141
20150901_-35.5_149.5,0.9851667
20150901_-35.5_173.5,0.54303926
20150901_-34.5_-71.5,-0.50711113
20150901_-34.5_-70.5,-0.5547652
20150901_-34.5_-69.5,-0.5218313
20150901_-34.5_-68.5,-0.45460585
20150901_-34.5_-67.5,-0.33852416
20150901_-34.5_-66.5,-0.22671361
20150901_-34.5_-65.5,-0.09127614
20150901_-34.5_-64.5,0.094985165
20150901_-34.5_-63.5,0.36885634
20150901_-34.5_-62.5,0.5706428
20150901_-34.5_-61.5,0.7313724
20150901_-34.5_-60.5,0.73101616
20150901_-34.5_-59.5,0.6735673
20150901_-34.5_-58.5,0.58231854
20150901_-34.5_-57.5,0.52515966
20150901_-34.5_-56.5,0.38550368
20150901_-34.5_-55.5,0.213257
20150901_-34.5_-54.5,0.04533876
20150901_-34.5_19.5,0.42303276
20150901_-34.5_117.5,0.23302214
20150901_-34.5_118.5,0.34286058
20150901_-34.5_135.5,0.45043713
20150901_-34.5_137.5,0.17532963
20150901_-34.5_138.5,0.21372421
20150901_-34.5_139.5,0.19985513
20150901_-34.5_140.5,0.1902995
20150901_-34.5_141.5,0.20051116
20150901_-34.5_142.5,0.3207829
20150901_-34.5_143.5,0.4657462
20150901_-34.5_144.5,0.50601095
20150901_-34.5_145.5,0.7077602
20150901_-34.5_146.5,0.7257337
20150901_-34.5_147.5,0.712934
20150901_-34.5_148.5,0.81431025
20150901_-34.5_149.5,0.88122
20150901_-34.5_150.5,0.9326654
20150901_-33.5_-71.5,-0.32034522
20150901_-33.5_-70.5,-0.38204303
20150901_-33.5_-69.5,-0.25183734
20150901_-33.5_-68.5,-0.23590024
20150901_-33.5_-67.5,-0.08055197
20150901_-33.5_-66.5,-0.0066900314
20150901_-33.5_-65.5,0.1619155
20150901_-33.5_-64.5,0.37944686
20150901_-33.5_-63.5,0.5973973
20150901_-33.5_-62.5,0.7733483
20150901_-33.5_-61.5,0.8530012
20150901_-33.5_-60.5,0.8692408
20150901_-33.5_-59.5,0.7407321
20150901_-33.5_-58.5,0.6577744
20150901_-33.5_-57.5,0.56911236
20150901_-33.5_-56.5,0.47001025
20150901_-33.5_-55.5,0.2805287
20150901_-33.5_-54.5,0.124146
20150901_-33.5_-53.5,-0.005143374
20150901_-33.5_18.5,0.031952575
20150901_-33.5_19.5,0.09022006
20150901_-33.5_20.5,0.31801224
20150901_-33.5_21.5,0.3689296
20150901_-33.5_22.5,0.44331813
20150901_-33.5_23.5,0.47485146
20150901_-33.5_24.5,0.59286624
20150901_-33.5_25.5,0.7637403
20150901_-33.5_26.5,0.89880335
20150901_-33.5_117.5,0.23076074
20150901_-33.5_118.5,0.4278779
20150901_-33.5_119.5,0.6108406
20150901_-33.5_120.5,0.7405846
20150901_-33.5_121.5,0.9869398
20150901_-33.5_122.5,1.062714
20150901_-33.5_123.5,1.180023
20150901_-33.5_134.5,0.5512875
20150901_-33.5_135.5,0.5587196
20150901_-33.5_136.5,0.4975133
20150901_-33.5_137.5,0.58384085
20150901_-33.5_138.5,0.5109975
20150901_-33.5_139.5,0.5963736
20150901_-33.5_140.5,0.55614674
20150901_-33.5_141.5,0.5438926
20150901_-33.5_142.5,0.636077
20150901_-33.5_143.5,0.61924726
20150901_-33.5_144.5,0.6923792
20150901_-33.5_145.5,0.7210095
20150901_-33.5_146.5,0.7237286
20150901_-33.5_147.5,0.7201204
20150901_-33.5_148.5,0.78497326
20150901_-33.5_149.5,0.8101267
20150901_-33.5_150.5,0.7653512
20150901_-32.5_-71.5,-0.0618195
20150901_-32.5_-70.5,-0.065401055
20150901_-32.5_-69.5,-0.01568888
20150901_-32.5_-68.5,0.1182589
20150901_-32.5_-67.5,0.24568571
20150901_-32.5_-66.5,0.47926325
20150901_-32.5_-65.5,0.5072817
20150901_-32.5_-64.5,0.6229739
20150901_-32.5_-63.5,0.78727275
20150901_-32.5_-62.5,0.8382162
20150901_-32.5_-61.5,0.9407687
20150901_-32.5_-60.5,0.9171765
20150901_-32.5_-59.5,0.8524367
20150901_-32.5_-58.5,0.7434263
20150901_-32.5_-57.5,0.6595938
20150901_-32.5_-56.5,0.5095318
20150901_-32.5_-55.5,0.32297745
20150901_-32.5_-54.5,0.16683172
20150901_-32.5_-53.5,0.07447572
20150901_-32.5_-52.5,0.055296127
20150901_-32.5_18.5,-0.075827256
20150901_-32.5_19.5,-0.17976873
20150901_-32.5_20.5,-0.0050748186
20150901_-32.5_21.5,0.14068954
20150901_-32.5_22.5,0.18320173
20150901_-32.5_23.5,0.22823682
20150901_-32.5_24.5,0.33235362
20150901_-32.5_25.5,0.49907878
20150901_-32.5_26.5,0.6910268
20150901_-32.5_27.5,0.7719455
20150901_-32.5_28.5,0.96776557
20150901_-32.5_116.5,0.08776507
20150901_-32.5_117.5,0.47285467
20150901_-32.5_118.5,0.6729291
20150901_-32.5_119.5,0.82559955
20150901_-32.5_120.5,0.9669894
20150901_-32.5_121.5,1.189876
20150901_-32.5_122.5,1.2315955
20150901_-32.5_123.5,1.3073338
20150901_-32.5_124.5,1.2849451
20150901_-32.5_125.5,1.2318825
20150901_-32.5_134.5,0.47846773
20150901_-32.5_135.5,0.47489038
20150901_-32.5_136.5,0.5739113
20150901_-32.5_137.5,0.68511647
20150901_-32.5_138.5,0.73851365
20150901_-32.5_139.5,0.86540407
20150901_-32.5_140.5,0.8126222
20150901_-32.5_141.5,0.7425028
20150901_-32.5_142.5,0.7246795
20150901_-32.5_143.5,0.66835487
20150901_-32.5_144.5,0.6989
20150901_-32.5_145.5,0.6804605
20150901_-32.5_146.5,0.6338714
20150901_-32.5_147.5,0.7004475
20150901_-32.5_148.5,0.66742337
20150901_-32.5_149.5,0.6213559
20150901_-32.5_150.5,0.6697263
20150901_-32.5_151.5,0.7605945
20150901_-31.5_-71.5,0.41100743
20150901_-31.5_-70.5,0.41932487
20150901_-31.5_-69.5,0.5379691
20150901_-31.5_-68.5,0.5577281
20150901_-31.5_-67.5,0.5889998
20150901_-31.5_-66.5,0.6351716
20150901_-31.5_-65.5,0.68923867
20150901_-31.5_-64.5,0.7989556
20150901_-31.5_-63.5,0.8678402
20150901_-31.5_-62.5,0.9205527
20150901_-31.5_-61.5,0.9951902
20150901_-31.5_-60.5,0.9635017
20150901_-31.5_-59.5,0.9536154
20150901_-31.5_-58.5,0.82633924
20150901_-31.5_-57.5,0.7214466
20150901_-31.5_-56.5,0.54663014
20150901_-31.5_-55.5,0.34828287
20150901_-31.5_-54.5,0.18889317
20150901_-31.5_-53.5,0.15840966
20150901_-31.5_-52.5,0.16968226
20150901_-31.5_-51.5,0.21375187
20150901_-31.5_18.5,-0.22984551
20150901_-31.5_19.5,-0.33684644
20150901_-31.5_20.5,-0.2953785
20150901_-31.5_21.5,-0.3146773
20150901_-31.5_22.5,-0.17432192
20150901_-31.5_23.5,-0.045374148
20150901_-31.5_24.5,0.06991274
20150901_-31.5_25.5,0.18715173
20150901_-31.5_26.5,0.27490345
20150901_-31.5_27.5,0.43718135
20150901_-31.5_28.5,0.627594
20150901_-31.5_29.5,0.75285774
20150901_-31.5_116.5,0.66227883
20150901_-31.5_117.5,0.7641738
20150901_-31.5_118.5,0.89031875
20150901_-31.5_119.5,1.0042925
20150901_-31.5_120.5,1.1269841
20150901_-31.5_121.5,1.1921974
20150901_-31.5_122.5,1.2793708
20150901_-31.5_123.5,1.2698119
20150901_-31.5_124.5,1.2297429
20150901_-31.5_125.5,1.1600966
20150901_-31.5_126.5,1.0556785
20150901_-31.5_127.5,0.9456037
20150901_-31.5_128.5,0.8593937
20150901_-31.5_129.5,0.7846068
20150901_-31.5_130.5,0.6478946
20150901_-31.5_131.5,0.6206597
20150901_-31.5_132.5,0.52193755
20150901_-31.5_133.5,0.46554038
20150901_-31.5_134.5,0.36162445
20150901_-31.5_135.5,0.4397842
20150901_-31.5_136.5,0.5048692
20150901_-31.5_137.5,0.6006657
20150901_-31.5_138.5,0.75043195
20150901_-31.5_139.5,0.83286816
20150901_-31.5_140.5,0.7320165
20150901_-31.5_141.5,0.7350767
20150901_-31.5_142.5,0.81015486
20150901_-31.5_143.5,0.8325504
20150901_-31.5_144.5,0.7835112
20150901_-31.5_145.5,0.7417199
20150901_-31.5_146.5,0.61888194
20150901_-31.5_147.5,0.57905936
20150901_-31.5_148.5,0.60470444
20150901_-31.5_149.5,0.5493302
20150901_-31.5_150.5,0.58115464
20150901_-31.5_151.5,0.5728896
20150901_-31.5_152.5,0.6903795
20150901_-30.5_-71.5,0.6765494
20150901_-30.5_-70.5,0.7531714
20150901_-30.5_-69.5,0.8394746
20150901_-30.5_-68.5,0.87472063
20150901_-30.5_-67.5,0.89789504
20150901_-30.5_-66.5,0.851137
20150901_-30.5_-65.5,0.8500342
20150901_-30.5_-64.5,0.89953005
20150901_-30.5_-63.5,0.8690558
20150901_-30.5_-62.5,0.91596043
20150901_-30.5_-61.5,0.92882544
20150901_-30.5_-60.5,0.9365543
20150901_-30.5_-59.5,0.9562197
20150901_-30.5_-58.5,0.8642584
20150901_-30.5_-57.5,0.7732957
20150901_-30.5_-56.5,0.69002193
20150901_-30.5_-55.5,0.52315485
20150901_-30.5_-54.5,0.36450648
20150901_-30.5_-53.5,0.30021262
20150901_-30.5_-52.5,0.27073225
20150901_-30.5_-51.5,0.30016413
20150901_-30.5_-50.5,0.41967332
20150901_-30.5_17.5,-0.1822526
20150901_-30.5_18.5,-0.40679204
20150901_-30.5_19.5,-0.4902084
20150901_-30.5_20.5,-0.55198354
20150901_-30.5_21.5,-0.5924112
20150901_-30.5_22.5,-0.53193724
20150901_-30.5_23.5,-0.3546428
20150901_-30.5_24.5,-0.23849078
20150901_-30.5_25.5,-0.15456274
20150901_-30.5_26.5,-0.09139703
20150901_-30.5_27.5,0.0631697
20150901_-30.5_28.5,0.18073843
20150901_-30.5_29.5,0.46091574
20150901_-30.5_30.5,0.6109045
20150901_-30.5_115.5,0.8732666
20150901_-30.5_116.5,0.9495849
20150901_-30.5_117.5,1.0742587
20150901_-30.5_118.5,1.0643251
20150901_-30.5_119.5,1.1170622
20150901_-30.5_120.5,1.0425321
20150901_-30.5_121.5,1.0660033
20150901_-30.5_122.5,1.1190168
20150901_-30.5_123.5,1.099425
20150901_-30.5_124.5,1.071257
20150901_-30.5_125.5,1.0619533
20150901_-30.5_126.5,1.0102268
20150901_-30.5_127.5,0.9283298
20150901_-30.5_128.5,0.7840335
20150901_-30.5_129.5,0.67566234
20150901_-30.5_130.5,0.6116427
20150901_-30.5_131.5,0.47798193
20150901_-30.5_132.5,0.40837523
20150901_-30.5_133.5,0.31226227
20150901_-30.5_134.5,0.2295143
20150901_-30.5_135.5,0.33608204
20150901_-30.5_136.5,0.3905456
20150901_-30.5_137.5,0.52703565
20150901_-30.5_138.5,0.6614472
20150901_-30.5_139.5,0.7212862
20150901_-30.5_140.5,0.7781855
20150901_-30.5_141.5,0.8614529
20150901_-30.5_142.5,0.88302267
20150901_-30.5_143.5,0.86218756
20150901_-30.5_144.5,0.83639127
20150901_-30.5_145.5,0.7362136
20150901_-30.5_146.5,0.6473787
20150901_-30.5_147.5,0.5924884
20150901_-30.5_148.5,0.526592
20150901_-30.5_149.5,0.5909152
20150901_-30.5_150.5,0.54699117
20150901_-30.5_151.5,0.5102264
20150901_-30.5_152.5,0.64742
20150901_-29.5_-70.5,0.9504802
20150901_-29.5_-69.5,1.0542575
20150901_-29.5_-68.5,1.034292
20150901_-29.5_-67.5,1.0583827
20150901_-29.5_-66.5,1.0012498
20150901_-29.5_-65.5,0.8357511
20150901_-29.5_-64.5,0.8314572
20150901_-29.5_-63.5,0.83821875
20150901_-29.5_-62.5,0.8311597
20150901_-29.5_-61.5,0.8541911
20150901_-29.5_-60.5,0.8778345
20150901_-29.5_-59.5,0.9273282
20150901_-29.5_-58.5,0.87341005
20150901_-29.5_-57.5,0.83109295
20150901_-29.5_-56.5,0.7973421
20150901_-29.5_-55.5,0.6725155
20150901_-29.5_-54.5,0.5522893
20150901_-29.5_-53.5,0.53431976
20150901_-29.5_-52.5,0.47289005
20150901_-29.5_-51.5,0.4181062
20150901_-29.5_-50.5,0.497228
20150901_-29.5_17.5,-0.32083607
20150901_-29.5_18.5,-0.654869
20150901_-29.5_19.5,-0.84381616
20150901_-29.5_20.5,-0.91612285
20150901_-29.5_21.5,-0.8736661
20150901_-29.5_22.5,-0.7897192
20150901_-29.5_23.5,-0.57112694
20150901_-29.5_24.5,-0.50522506
20150901_-29.5_25.5,-0.5130213
20150901_-29.5_26.5,-0.4335353
20150901_-29.5_27.5,-0.24468149
20150901_-29.5_28.5,-0.08341906
20150901_-29.5_29.5,0.06972889
20150901_-29.5_30.5,0.19593443
20150901_-29.5_115.5,1.22088
20150901_-29.5_116.5,1.2546474
20150901_-29.5_117.5,1.2544194
20150901_-29.5_118.5,1.1040114
20150901_-29.5_119.5,0.9761533
20150901_-29.5_120.5,0.88158256
20150901_-29.5_121.5,0.87454355
20150901_-29.5_122.5,0.9214231
20150901_-29.5_123.5,0.87876344
20150901_-29.5_124.5,0.84511346
20150901_-29.5_125.5,0.89324397
20150901_-29.5_126.5,0.82769334
20150901_-29.5_127.5,0.73906195
20150901_-29.5_128.5,0.6567906
20150901_-29.5_129.5,0.5405143
20150901_-29.5_130.5,0.4291315
20150901_-29.5_131.5,0.2231728
20150901_-29.5_132.5,0.11684583
20150901_-29.5_133.5,0.059727974
20150901_-29.5_134.5,0.006953997
20150901_-29.5_135.5,0.112861946
20150901_-29.5_136.5,0.24260743
20150901_-29.5_137.5,0.45412454
20150901_-29.5_138.5,0.5288709
20150901_-29.5_139.5,0.6069401
20150901_-29.5_140.5,0.752569
20150901_-29.5_141.5,0.70667803
20150901_-29.5_142.5,0.7144629
20150901_-29.5_143.5,0.7173628
20150901_-29.5_144.5,0.6728523
20150901_-29.5_145.5,0.5897213
20150901_-29.5_146.5,0.57098144
20150901_-29.5_147.5,0.5474468
20150901_-29.5_148.5,0.5698834
20150901_-29.5_149.5,0.58103037
20150901_-29.5_150.5,0.5156811
20150901_-29.5_151.5,0.55142164
20150901_-29.5_152.5,0.7136481
20150901_-28.5_-70.5,0.99807596
20150901_-28.5_-69.5,1.0449487
20150901_-28.5_-68.5,1.0395321
20150901_-28.5_-67.5,1.0391117
20150901_-28.5_-66.5,1.0880147
20150901_-28.5_-65.5,0.94057405
20150901_-28.5_-64.5,0.8042839
20150901_-28.5_-63.5,0.7896492
20150901_-28.5_-62.5,0.7519869
20150901_-28.5_-61.5,0.7689948
20150901_-28.5_-60.5,0.8380035
20150901_-28.5_-59.5,0.8903323
20150901_-28.5_-58.5,0.91612136
20150901_-28.5_-57.5,0.9069109
20150901_-28.5_-56.5,0.93928695
20150901_-28.5_-55.5,0.9061498
20150901_-28.5_-54.5,0.88599706
20150901_-28.5_-53.5,0.73921275
20150901_-28.5_-52.5,0.6490161
20150901_-28.5_-51.5,0.6188908
20150901_-28.5_-50.5,0.61961395
20150901_-28.5_-49.5,0.69500804
20150901_-28.5_16.5,-0.030692171
20150901_-28.5_17.5,-0.56001633
20150901_-28.5_18.5,-0.9073617
20150901_-28.5_19.5,-1.0155283
20150901_-28.5_20.5,-1.1139578
20150901_-28.5_21.5,-1.0228903
20150901_-28.5_22.5,-0.8603369
20150901_-28.5_23.5,-0.80130386
20150901_-28.5_24.5,-0.7254547
20150901_-28.5_25.5,-0.61117136
20150901_-28.5_26.5,-0.49282447
20150901_-28.5_27.5,-0.39090425
20150901_-28.5_28.5,-0.28455526
20150901_-28.5_29.5,-0.27018374
20150901_-28.5_30.5,-0.1043421
20150901_-28.5_31.5,0.17051826
20150901_-28.5_115.5,1.5416509
20150901_-28.5_116.5,1.4403499
20150901_-28.5_117.5,1.260287
20150901_-28.5_118.5,1.0561864
20150901_-28.5_119.5,0.8308789
20150901_-28.5_120.5,0.6515304
20150901_-28.5_121.5,0.59378815
20150901_-28.5_122.5,0.5309094
20150901_-28.5_123.5,0.5791151
20150901_-28.5_124.5,0.67368656
20150901_-28.5_125.5,0.6613494
20150901_-28.5_126.5,0.5782026
20150901_-28.5_127.5,0.5154254
20150901_-28.5_128.5,0.46049604
20150901_-28.5_129.5,0.3609063
20150901_-28.5_130.5,0.16031533
20150901_-28.5_131.5,-0.023317235
20150901_-28.5_132.5,-0.18637042
20150901_-28.5_133.5,-0.24336384
20150901_-28.5_134.5,-0.10726395
20150901_-28.5_135.5,0.012284103
20150901_-28.5_136.5,0.1656871
20150901_-28.5_137.5,0.2828768
20150901_-28.5_138.5,0.41741067
20150901_-28.5_139.5,0.5125851
20150901_-28.5_140.5,0.53136253
20150901_-28.5_141.5,0.48591816
20150901_-28.5_142.5,0.49626735
